tag;nome;referencia;preco;fornecedor;marca;aplicacao
3194;CAT CONDENSADOR D6N;1997698;2455.00;;;CAT D6N
2407;CAT CONECTOR 2 PINO;102-8802;197.00;;;CAT (modelo a definir)
3316;CAT CONECTOR PARA BOMBA DE ALTA 2 PINO;230-4011;54.84;;;CAT (modelo a definir)
2689;CAT CONJ CHICOTE DO MOTOR - D6N;304-5166;16637.00;;;CAT D6N
2976;CAT CONJUNTO ADAPTADOR D5 D6N 545C;148-8336;81.00;;;CAT D6N
736;CAT CONJUNTO DA FIAÇÃO ELÉTRICA - 545C;222-5917;3543.00;;;CAT 545C
2688;CAT CONJUNTO DE CHICOTE DO MOTOR - D6N;304-5167;4625.00;;;CAT D6N
2700;CAT CONJUNTO DE SUPORTE TUBULAÇÃO – INJEÇÃO DE COMBUSTÍVEL - D6N;395-1633;65.00;;;CAT D6N
2690;CAT CONJUNTO DE TUBOS – TURBOCOMPRESSOR - D6N;420-2372;1383.00;;;CAT D6N
2509;CAT CONJUNTO DO CHICOTE FIAÇÃO - D6N;285-1975;1330.00;;;CAT D6N
3065;CAT CONJUNTO FIAÇÃO WEILER - 545C;472-0332;20.00;;;CAT 545C
3361;CAT CONJUNTO FILTRO/CABEÇOTE/INTERRUPTOR;222-5806;3066.00;;;CAT (modelo a definir)
2995;CAT CONJUNTO SELO 938K;289-2937;200.00;;;CAT 938K
3037;CAT CONTRA PINO 140GC;7J-5925;0.40;;;CAT 140GC
2070;CAT CONTROL GP-JOYSTICK D6N/D5;446-4920;9500.00;;;CAT D6N
2994;CAT COPO DO FILTRO SEPARADOR DE ÁGUA S250 - 140GC - D5;439-5040;110.00;;;CAT D5
618;CAT CORREIA 202-3197 TE D6N;202-3197;1470.00;;;CAT D6N
607;CAT CORREIA 249-8740 SK - 545C 535;249-8740;169.00;;;CAT 545C
609;CAT CORREIA 253-4531 TE - D6N;253-4531 / 8PK2521;166.50;;;CAT D6N
615;CAT CORREIA DO ALTERNADOR PC 938K;8PK1680 / 350-8742;120.00;;;CAT 938K
2020;CAT CORRENTE TRATOR;416-7044;18996.58;;;CAT (modelo a definir)
3337;CAT COTOVELO DA MANGUEIRA DE LUBRIFICAÇÃO 938K;3B-7896;38.00;;;CAT 938K
4097;CAT COXIM DA BALANÇA D6G;6T-8907;235.21;;;CAT D6G
3123;CAT COXIM DA CABINE 938K;368-4473;64.00;;;CAT 938K
1736;CAT COXIM DO CHASSI - 938K;112-0885;99.00;;;CAT 938K
1479;CAT COXIM MOTOR - D6N;9W-9930;150.00;;;CAT D6N
2662;CAT CRUZETA 545C;9P-0356;348.00;;;CAT 545C
4128;CAT CRUZETA CARDAN PATROL 12H;HCZ115;183.58;;;CAT 12H
3328;CAT CRUZETA TRASEIRA DA EIXO DE COMANDO 545C;2T-3013;1228.00;;;CAT 545C
4123;CAT CRUZETA UNIVERSAL CARDAN D6G;1S-9670;325.23;;;CAT D6G
688;CAT DENTE ESCARIFICADOR MOTONIVELA;2D5572;69.00;;;CAT (modelo a definir)
2330;CAT DISCO 938K;364-4378;2040.97;;;CAT 938K
2328;CAT DISCO 938K;367-0581;958.70;;;CAT 938K
2329;CAT DISCO 938K;367-0586;682.51;;;CAT 938K
1925;CAT DISCO DE FREIO DA GARRA SKIDDER;264-5287 / BN470;590.51;;;CAT (modelo a definir)
2024;CAT EIXO DE ENGRENAGEM D5;193-7366;12182.71;;;CAT D5
2023;CAT EIXO DE ENGRENAGEM D5;191-4916;11235.03;;;CAT D5
2345;CAT EIXO DIFERENCIAL 938K;364-4401;1516.59;;;CAT 938K
2344;CAT EIXO DIFERENCIAL 938K;364-4400;6469.08;;;CAT 938K
2022;CAT ENGRENAGEM PLANETARIA DE TRANSMISSÃO D5;8G-4565;11401.12;;;CAT D5
2741;CAT ESPAÇADOR (ANEL) – D5 / D6N;8G-8316;55.00;;;CAT D6N
3396;CAT ESPAÇADOR 140GC;545-7411;936.31;;;CAT 140GC
1043;CAT FILTRO ACUMULADOR TRATOR D6N;DS200103;650.00;;;CAT D6N
4006;CAT FILTRO ACUMULADOR WEILER S250;320-0564;260.00;;;CAT (modelo a definir)
47;CAT FILTRO AR CABINE INTERNO – 938K;353-5058;212.76;;;CAT 938K
46;CAT FILTRO CABINE ADMISSÃO DE AR – 938K;365-7606;74.90;;;CAT 938K
1091;CAT FILTRO COMBUSTIVEL - TE-D6N;306-9199 / P551315;62.36;;;CAT D6N
412;CAT FILTRO COMBUSTIVEL 545C;1R-0762 / P550625;122.65;;;CAT 545C
474;CAT FILTRO COMBUSTÍVEL SEPARADOR - TE D6N - 545C;326-1644 / P550900;163.30;;;CAT D6N
1090;CAT FILTRO COMBUSTIVEL/ - TE-D6N;319-0844 / FF63052NN;245.03;;;CAT D6N
11;CAT FILTRO DE COMBUSTÍVEL 938K - D5 - 140GC - WEILER 250;360-8960;76.87;;;CAT D5
1557;CAT FILTRO DE AR - GERADOR;P827653;98.80;;;CAT (modelo a definir)
2661;CAT FILTRO DE AR CABINE 545C;223-3694;244.90;;;CAT 545C
1128;CAT FILTRO DE AR DA CABINE - WEILER S-250;265-6618;88.92;;;CAT (modelo a definir)
44;CAT FILTRO DE AR DA CABINE TE D5;545-8339;530.00;;;CAT D5
37;CAT FILTRO DE AR DO MOTOR PRIMÁRIO - D5;479-8989;1346.94;;;CAT D5
45;CAT FILTRO DE AR DO MOTOR SECUNDÁRIO - D5;479-8991;588.00;;;CAT D5
1126;CAT FILTRO DE AR MOTOR EFICIENCIA D6N;252-5001 / AF1010;1016.00;;;CAT D6N
39;CAT FILTRO DE AR MOTOR PRIMÁRIO - MN 140GC 545C;245-6375 / P782105;225.87;;;CAT 140GC
48;CAT FILTRO DE AR MOTOR SECUNDÁRIO MN 140GC 545C;245-6376 / P782108;120.65;;;CAT 140GC
21;CAT FILTRO DE AR PRIMÁRIO - PC 938K;256-7902 / C 23 610 / P782104;83.09;;;CAT 938K
35;CAT FILTRO DE AR SECUNDARIO - PC 938K;256-7903 / P782107 / CF600/1;51.90;;;CAT 938K
1093;CAT FILTRO DE AR SECUNDARIO D6N;252-5002 / AF1009;275.94;;;CAT D6N
1436;CAT FILTRO DE CABINE D-5;7G-8116 / AKX4592;102.00;;;CAT (modelo a definir)
1476;CAT FILTRO DE CABINE D6N;329-3243;120.00;;;CAT D6N
4068;CAT FILTRO DE COMBUSTÍVEL D6G;1R-0750;0.00;;;CAT D6G
4070;CAT FILTRO DE COMBUSTÍVEL P120H;P551312;0.00;;;CAT 120H
407;CAT FILTRO DE COMBUSTÍVEL REFIL - TE D6N;P551052 / FCD0958 / FS19727;114.90;;;CAT D6N
284;CAT FILTRO DE DA CABINE MN 140GC;2314487;150.00;;;CAT 140GC
09;CAT FILTRO DE ÓLEO DA TRANSMISSÃO 554-4809 MN 140GC;554-4809;250.00;;;CAT 140GC
4067;CAT FILTRO DE ÓLEO DO MOTOR;1R-1808;0.00;;;CAT (modelo a definir)
2;CAT FILTRO DE OLEO DO MOTOR MN-140GC - 938K - TE-D5 - D6N - WEILER S-250;462-1171 / P550920;127.93;;;CAT D6N
3;CAT FILTRO DE TRASMISSÃO - 545C;341-6643;704.00;;;CAT 545C
283;CAT FILTRO DO AR CONDICIONADO MN 140GC;7T-7358;320.00;;;CAT 140GC
4054;CAT FILTRO DO MOTOR INTERNO D6G;41098-00;0.00;;;CAT D6G
89;CAT FILTRO DO RESPIRO DO MOTOR - 938K;273-5711;163.00;;;CAT 938K
1143;CAT FILTRO ELEMENTO - D5;389-1076;375.00;;;CAT D5
2034;CAT FILTRO HID. DA TRANSMISSÃO 140GC;389-1085;950.00;;;CAT 140GC
2035;CAT FILTRO HID. DA TRANSMISSÃO WEILER S-250;389-1079;950.00;;;CAT (modelo a definir)
4;CAT FILTRO HIDRÁULICO - 545C;433-1418 / 201-0875;572.36;;;CAT 545C
1507;CAT FILTRO HIDRAULICO - 938K;465-6505;895.00;;;CAT 938K
1580;CAT FILTRO HIDRAULICO - MN 140GC;1R-0774;602.62;;;CAT 140GC
04;CAT FILTRO HIDRAULICO / TRANSMISSÃO 545C;433-1418;350.00;;;CAT 545C
2079;CAT FILTRO HIDRAULICO 545C;1G-8878 / P164378 / 147-0178;171.58;;;CAT 545C
10;CAT FILTRO HIDRAULICO 938K;144-6691;390.00;;;CAT 938K
3351;CAT FILTRO HIDRAULICO D6N;P165877;178.00;;;CAT D6N
36;CAT FILTRO HIDRAULICO D6N;1R-0777;890.00;;;CAT D6N
5;CAT FILTRO HIDRÁULICO D6N;9T-8578;740.82;;;CAT D6N
8;CAT FILTRO HIDRÁULICO DA TRANSMISSÃO 938K;421-5481;553.85;;;CAT 938K
1092;CAT FILTRO HIDRÁULICO MN-120H/140H D6N;328-3655;1127.05;;;CAT D6N
4082;CAT FILTRO HIDRÁULICO P165238;P165238;0.00;;;CAT (modelo a definir)
4062;CAT FILTRO HIDRÁULICO/DE TRANSMISSÃO;102-2828 / 222-5806;0.00;;;CAT (modelo a definir)
789;CAT FILTRO HIDRÁULICO/DE TRANSMISSÃO - D5;532-3903;882.00;;;CAT D5
13;CAT FILTRO HIDRÁULICO/DE TRANSMISSÃO 152-6902 SK 525C;152-6902 / P170949;1228.79;;;CAT 525C
1398;CAT FILTRO HIDRAULICOTE - D5;532-3902;1186.00;;;CAT D5
14;CAT FILTRO HIDRÁULICOTE D6G E D6N;132-8876;796.08;;;CAT D6N
414;CAT FILTRO LUBRIFICANTE SK-545C;C-55221 / 1R-1807 / P551807;132.75;;;CAT 545C
401;CAT FILTRO SECADOR - 938K WEILER S250;DI200110 / 257-3226;110.00;;;CAT 938K
2706;CAT FILTRO SECADOR - WEILER S-250;271-7421;2727.00;;;CAT (modelo a definir)
2297;CAT FILTRO SEPARADOR DE AGUA GERADOR;130306380;219.00;;;CAT (modelo a definir)
6;CAT FILTRO SEPARADOR DE COMBUSTÍVEL 938K;391-3764;446.68;;;CAT 938K
788;CAT FILTRO TRANSMISSÃO - D5;571-5253;601.45;;;CAT D5
1556;CAT FILTROLUBRIFICANTE MOTOR - GERADOR;7W-2327;702.92;;;CAT (modelo a definir)
4053;CAT FLTRO DE AR EXTERNO DO MOTOR D6G;6I-0273;650.00;;;CAT D6G
3172;CAT GARFO DO CARDAN / EIXO - 938K;166-6760;1398.00;;;CAT 938K
2153;CAT GAXETA D6G;1M-1571;200.00;;;CAT D6G
2951;CAT GRAMPO D5;277-5065;12.00;;;CAT D5
2713;CAT GRAXEIRO;3B-8489;20.00;;;CAT (modelo a definir)
2484;CAT GRUPO DE TAMPA MECANISMO DE VALVULA - D6N;317-3065;4202.00;;;CAT D6N
3311;CAT GUARDA PÓ 938K;478-4178;203.05;;;CAT 938K
2716;CAT GUARDA-PÓ BARRA EQUALIZADORA D5 D6N;8G-4190;79.20;;;CAT D6N
2978;CAT ILHÓ DE BORRACHA 938K;7G-3832;700.00;;;CAT 938K
4251;CAT INDICADOR DO NIVEL DO ÓLEO 938K;295-5250;1543.00;;;CAT 938K
823;CAT INJETOR DE COMBUSTIVEL - D6N;320-0690 / 10R-7673;2682.00;;;CAT D6N
2464;CAT INTERRUPTOR - 545C;353-4515;870.00;;;CAT 545C
2677;CAT INTERRUPTOR - 545C;227-6744;1922.00;;;CAT 545C
1483;CAT INTERRUPTOR DE PRESSÃO EMBREAGEM COMPRESSOR D6N/938K;149-6371;340.00;;;CAT D6N
3005;CAT JUNTA 140GC;3D-2981;52.00;;;CAT 140GC
3009;CAT JUNTA 545C;253-3894;320.00;;;CAT 545C
2448;CAT JUNTA DA BOMBA - D5;566-7683;501.00;;;CAT D5
3015;CAT JUNTA DA BOMBA D'AGUA 545C;448-0607;70.00;;;CAT 545C
2121;CAT JUNTA DA TAMPA - D6N;277-3012;246.00;;;CAT D6N
3033;CAT JUNTA DA TAMPA 140GC;2B-3147;7.00;;;CAT 140GC
2473;CAT JUNTA DA TAMPA DE VÁLVULA - D6N;317-3064;493.00;;;CAT D6N
2122;CAT JUNTA DA TAMPA DO ALOJAMENTO - D6N;226-8766;809.00;;;CAT D6N
2474;CAT JUNTA DA TAMPA FIAÇÃO ELETRICA DO INJETOR - D6N;309-6664;925.00;;;CAT D6N
2116;CAT JUNTA DA VEDAÇÃO TAMPA DIANTEIRA - D6N;225-8287;1310.00;;;CAT D6N
2356;CAT JUNTA DE VEDAÇÃO;596-7993;9.90;;;CAT (modelo a definir)
3092;CAT JUNTA DO CARTER D6N;331-4400;1205.00;;;CAT D6N
3093;CAT JUNTA DO CARTER D6N;275-9884;1733.00;;;CAT D6N
2704;CAT JUNTA DO TUBO DE RETORNO DA TURBINA - D6N;437-4170;30.00;;;CAT D6N
2703;CAT JUNTA TUBO DE RETORNO DA TURBINA - D6N;278-0017;30.00;;;CAT D6N
3104;CAT KIT DE REPARO DO ROTATOR DA GARRA WEILER S250;336-8976;2604.00;;;CAT (modelo a definir)
3198;CAT KIT DO COMPRESSOR 938K;424-5268;3489.30;;;CAT 938K
4352;CAT KIT REPARO DO PISTÃO DA LAMINA 140GC;615-7278;715.00;;;CAT 140GC
3208;CAT KIT SELO DO CILINDRO HIDRAULICO 938K;234-1948;1640.00;;;CAT 938K
3339;CAT KIT VALVULA DE AR DO BANCO 545C;192-7799;738.00;;;CAT 545C
1678;CAT KIT-SELO DE CILINDRO HIDRÁULICO (MANDIBULA) 938K;326-0503;210.00;;;CAT 938K
2472;CAT LUVA INJETORA - 938K - D6N;517-8243;330.00;;;CAT D6N
3278;CAT MAÇANETA 545C;8Y-4617;2048.00;;;CAT 545C
2718;CAT MANCAL D5 - COMANDO FINAL;8G-8311;441.77;;;CAT D5
1513;CAT MANCAL ROLAMENTO - PC 938K;365-8246;434.00;;;CAT 938K
2611;CAT MANGOTE DA ÁGUA RADIADOR - D6N;309-8995;784.00;;;CAT D6N
2674;CAT MANGOTE DA TURBINA - D6N;216-0067;773.00;;;CAT D6N
2981;CAT MANGUEIRA COTOVELO 545C;202-7935;269.00;;;CAT 545C
2724;CAT MANGUEIRA D5 - COMANDO FINAL;2K-5066;1363.65;;;CAT D5
2991;CAT MANGUEIRA D6N;300-6520;300.00;;;CAT D6N
4274;CAT MANGUEIRA DA BOMBA DE TRANSMISSÃO 938K;161-1819;2161.00;;;CAT 938K
2453;CAT MANGUEIRA DA BOMBA HIDRAULICA DIAMETRO INT 50,80MM - D6N;541-7169;616.00;;;CAT D6N
3360;CAT MANGUEIRA DE LIGAÇÃO DO RADIADOR 545C;2P-7846;241.00;;;CAT 545C
3120;CAT MANGUEIRA DE LUBRIFICAÇÃO 938K;362-1632;474.55;;;CAT 938K
3369;CAT MANGUEIRA DE TUBULAÇÃO GRAXA DE ACOPLAMENTO RETO D6N;346-9728;351.00;;;CAT D6N
3329;CAT MANGUEIRA DO INTERCOOLER;341-6785;1241.00;;;CAT (modelo a definir)
3158;CAT MANGUEIRA DO INTERCOOLER D5;507-8073;379.42;;;CAT D5
1660;CAT MANGUEIRA DO LÍQUIDO ARREFECEDOR 545C;254-6043;875.89;;;CAT 545C
2747;CAT MANGUEIRA DO RADIADOR D6N;309-8995;829.30;;;CAT D6N
2201;CAT MANGUEIRA DO RADIADOR 545C;254-6044;1195.00;;;CAT 545C
2748;CAT MANGUEIRA DO RADIADOR/BAMBA D'AGUA D6N;273-2019;278.25;;;CAT D6N
2099;CAT MANGUEIRA HIDRAULICA 5000PSI 938K (CENTRAL);470-0445;1701.00;;;CAT 938K
3119;CAT MANGUEIRA HIDRAULICA 938K;470-0446;1290.00;;;CAT 938K
4008;CAT MANGUEIRA HIDRAULICA D6N;352-8160;541.00;;;CAT D6N
4007;CAT MANGUEIRA HIDRAULICA D6N;311-2383;2012.00;;;CAT D6N
4329;CAT MANGUEIRA HIDRAULICA ORIGINAL TRATOR D6;329-3778;882.00;;;CAT D6
1689;CAT MANGUEIRA RADIADOR D6N;309-8999;949.74;;;CAT D6N
3199;CAT MANGURIRA DE AR DO AR CONDICIONADO D6N;270-3230;1686.00;;;CAT D6N
2260;CAT MOTOR DE ENGRENAGEM HIDRAULICO D5;610-4324;12000.00;;;CAT D5
2315;CAT MOTOR GP-GR;607-8632;4982.00;;;CAT (modelo a definir)
2668;CAT MUNHÃO BALAÇA - 938K;467-0997;2400.00;;;CAT 938K
738;CAT ORING DA RODA MUTRIZ D5 / D6N;8D-4771;14.00;;;CAT D6N
740;CAT ORINGUE RETENTOR SK 525C 545C;8H7521;67.00;;;CAT 545C
2467;CAT PACOTE DE CALÇOS ARTICULAÇÃO CENTRAL - 938K;4K-7464;665.00;;;CAT 938K
4325;CAT PAINEL DE CONTROLE 938K;487-6501;4936.00;;;CAT 938K
3315;CAT PARAFUSO;8T-4172;14.71;;;CAT (modelo a definir)
2119;CAT PARAFUSO - D6N;6I-0645;17.00;;;CAT D6N
2120;CAT PARAFUSO - D6N;6I-0260;17.00;;;CAT D6N
2600;CAT PARAFUSO - D6N;298-4550;67.00;;;CAT D6N
2601;CAT PARAFUSO - D6N;100-3751;12.00;;;CAT D6N
2602;CAT PARAFUSO - D6N;6I-0839;15.00;;;CAT D6N
2701;CAT PARAFUSO (M8X1.25X20-MM) - D6N;6I-0217;11.00;;;CAT D6N
2702;CAT PARAFUSO (M8X1.25X35-MM) - D6N;101-3895;9.82;;;CAT D6N
2358;CAT PARAFUSO 140GC;554-4450;5.56;;;CAT 140GC
2997;CAT PARAFUSO 3/4-10 D6N;1D-4608;30.00;;;CAT D6N
1299;CAT PARAFUSO C/ PORCA DA BORDA CORTADA TRATOR;5J-4773;13.74;;;CAT (modelo a definir)
3291;CAT PARAFUSO CABEÇA DE FLANGE 12 PONTAS;9X-8271;11.00;;;CAT (modelo a definir)
4343;CAT PARAFUSO COM 40 MM DE COMPRIMENTO E ROSCA M12X1,75 140GC;8T-4183;11.36;;;CAT 140GC
513;CAT PARAFUSO COM PORCA;3S-8182;27.00;;;CAT (modelo a definir)
2715;CAT PARAFUSO D5 - COMANDO FINAL;8T-4190;16.14;;;CAT D5
2746;CAT PARAFUSO DA BALANÇA 938K;7X-2532;91.36;;;CAT 938K
331;CAT PARAFUSO DA ESTEIRA;6V-1792;19.00;;;CAT (modelo a definir)
2074;CAT PARAFUSO DA MÃO DE AMIGO (GRANDE) - TE D6N D5;107-0719;203.77;;;CAT D6N
2073;CAT PARAFUSO DA MÃO DE AMIGO (PEQUENO) - TE D6N D5;106-1642;147.80;;;CAT D6N
2476;CAT PARAFUSO DA TRAVA DO CARDAN (M10X1.25X20MM) - 938K;4E-5985;62.00;;;CAT 938K
2477;CAT PARAFUSO DO CARDAN (M12X1.75X90MM) - 938K;8T-0372;34.00;;;CAT 938K
2075;CAT PARAFUSO DO CONTRA PESO 16X200MM 938K;8T-6383;14.00;;;CAT 938K
3323;CAT PARAFUSO M12 545C / 140GC;290-7514 / 7X-3343;49.00;;;CAT 140GC
3197;CAT PARAFUSO M14X2X60;313-5646;96.48;;;CAT (modelo a definir)
2986;CAT PARAFUSO M16-2X100;7X-2556;86.00;;;CAT (modelo a definir)
2979;CAT PARAFUSO M24 X 3;173-9779;120.00;;;CAT (modelo a definir)
3250;CAT PARAFUSO SEXTAVADO MJ12;259-2627;25.31;;;CAT (modelo a definir)
3290;CAT PARAFUSO TRAVA DO CILINDRO DE ELEVAÇÃO D5;212-2085;48.00;;;CAT D5
3086;CAT PARALAMA PARA CARREGADEIRA;;450.00;;;CAT (modelo a definir)
1749;CAT PASTILHA DE FREIO - 938K;3644405;119.00;;;CAT 938K
2064;CAT PINO DE ENGATE 57,1MM ARTICULAÇÃO CENTRAL - 938K;261-4546;2056.00;;;CAT 938K
2343;CAT PINO ELASTICO 938K;185-9160;52.65;;;CAT 938K
4191;CAT POLIA DO ALTERNADOR 938K;369-3663;219.00;;;CAT 938K
3121;CAT POLIA INTERMEDIARIA D6N;192-1563;355.00;;;CAT D6N
3286;CAT POLIA INTERMEDIARIA DE 8 SULCOS 545C;197-9642;365.00;;;CAT 545C
3285;CAT POLIA INTERMEDIARIA PLANA 86,5MM 545C;192-1563;334.00;;;CAT 545C
2155;CAT PORCA D6N;4F-1204;40.00;;;CAT D6N
4304;CAT RADIADOR DE ÓLEO 938K;383-7596;2423.00;;;CAT 938K
3175;CAT RECEIVER DRIER (FILTRO SECADOR DO AR-CONDICIONADO) – D6N;257-3227;140.00;;;CAT D6N
2009;CAT REGULADOR DE PRESSÃO - 540C;369-6662;609.20;;;CAT 540C
914;CAT RELE AUXILIAR DE PARTIDA MAGNETICO;241-8368;490.00;;;CAT (modelo a definir)
2192;CAT RELE DE PARTIDA 24V S250 - 938K - 140GC;241-8368;560.00;;;CAT 938K
4035;CAT REPARO 525D;324-7165;0.00;;;CAT 525D
1486;CAT REPARO CILINDRO DE ANGULO (BLUMAQ NEM WORD GASK PRESTAM) - D6N / REPARO CILINDRO HIDRÁULICO TORRE E LANÇA -545C;261-8566;914.15;;;CAT D6N
2131;CAT REPARO CILINDRO HIDRAULICO DE DIREÇÃO 938K;501-6702;971.00;;;CAT 938K
2619;CAT REPARO CILINDRO HIDRÁULICO DIREÇÃO - 545C;7X-2783 / 376-9011;848.65;;;CAT 545C
2259;CAT REPARO DA GARRAFA DE ANGULAÇÃO D5;580-3600;510.00;;;CAT D5
1213;CAT REPARO DA GARRAFA DE ELEVAÇÃO 938K;501-6695;550.00;;;CAT 938K
2222;CAT REPARO DA GARRAFA DE INCLINAÇÃO 938K;501-6697;380.00;;;CAT 938K
2015;CAT REPARO DA GARRAFA MN-140G;543-9662;650.00;;;CAT 140G
1514;CAT REPARO DE INCLINAÇÃO DA CONCHA - 938K;501-6702;2779.00;;;CAT 938K
3327;CAT REPARO DE PINÇA 545C WEILER S250;214-3225;1632.00;;;CAT 545C
2615;CAT REPARO DO CILINDRO DE ELEVAÇÃO D6N / LAMINA 545C;241-7584;477.00;;;CAT D6N
3267;CAT REPARO DO CILINDRO DE INCLINAÇÃO 938K;501-6704;1344.00;;;CAT 938K
2742;CAT REPARO DO CILINDRO DE INCLINAÇÃO DA LAMINA D6N D5;393-3605;380.00;;;CAT D6N
2707;CAT REPARO DO CILINDRO HIDRAULICO 545C;308-7841;870.00;;;CAT 545C
4203;CAT RESPIRADOR DE AR 938K;258-2829;209.84;;;CAT 938K
2487;CAT RESPIRO DO HIDRAULICO;507-0646;2800.00;;;CAT (modelo a definir)
2347;CAT RETENTOR 140GC;596-8022;14.63;;;CAT 140GC
3269;CAT RETENTOR 140GC;5P-8890;35.00;;;CAT 140GC
2350;CAT RETENTOR 140GC;596-9631;97.27;;;CAT 140GC
3004;CAT RETENTOR 140GC;329-0411;350.00;;;CAT 140GC
3392;CAT RETENTOR 140GC;431-4611;167.78;;;CAT 140GC
3028;CAT RETENTOR 140GC;8D-3902;100.00;;;CAT 140GC
2353;CAT RETENTOR 140GC;596-8019;109.00;;;CAT 140GC
2326;CAT RETENTOR 938K;367-0573;785.99;;;CAT 938K
2327;CAT RETENTOR 938K;367-0572;765.34;;;CAT 938K
2133;CAT RETENTOR 938K;7K-9210;26.00;;;CAT 938K
2331;CAT RETENTOR 938K;367-0576;67.86;;;CAT 938K
2339;CAT RETENTOR 938K;367-0579;29.53;;;CAT 938K
2335;CAT RETENTOR 938K;367-0575;73.28;;;CAT 938K
2336;CAT RETENTOR 938K;369-4631;43.24;;;CAT 938K
2338;CAT RETENTOR 938K;367-0569;80.56;;;CAT 938K
2740;CAT RETENTOR D5 - COMANDO FINAL;1H-8128;50.53;;;CAT D5
2725;CAT RETENTOR D5 - COMANDO FINAL;8D-4771;145.64;;;CAT D5
2729;CAT RETENTOR D5 - COMANDO FINAL;1H-9696;27.88;;;CAT D5
2735;CAT RETENTOR D5 - COMANDO FINAL;167-2200;337.75;;;CAT D5
2719;CAT RETENTOR D5 - COMANDO FINAL;421-4529;193.41;;;CAT D5
579;CAT RETENTOR D6N;6Y-0859;240.00;;;CAT D6N
2068;CAT RETENTOR DA ARTICULAÇÃO CENTRAL 938K;6V-0359;103.00;;;CAT 938K
2069;CAT RETENTOR DA ARTICULAÇÃO CENTRAL 938K;064-0230;141.00;;;CAT 938K
3332;CAT RETENTOR DA ARTICULAÇÃO D6;8G-2943;38.00;;;CAT D6
2000;CAT RETENTOR DA BALANÇA 938K;355-9797;929.00;;;CAT 938K
3134;CAT RETENTOR DA BUCHA DA PONTA DO H 938K;7K-9209;28.20;;;CAT 938K
2985;CAT RETENTOR DA POLIA 545C;6V-9748;25.20;;;CAT 545C
3313;CAT RETENTOR DA TRANSMISSÃO 938K / 545C;193-2200;520.00;;;CAT 938K
2112;CAT RETENTOR DE ÓLEO DO EIXO TRASEIRO E DIANTEIRO E TRANSMISSÃO- 938K;305-2215;1400.00;;;CAT 938K
3399;CAT RETENTOR DO PINHÃO 140GC;156-4575;1129.00;;;CAT 140GC
3359;CAT RETENTOR DO ROTATOR 545C;228-3737;1322.00;;;CAT 545C
3391;CAT RETENTOR LUVA 140GC;520-1134;45.82;;;CAT 140GC
3169;CAT RETENTOR PINO BARRA EQUALIZADORA – D5 / D6N;7K-9205;20.00;;;CAT D6N
2977;CAT RETENTOR SELO 938K;340-9315;108.00;;;CAT 938K
2118;CAT RETENTOR TAMPA FRONTAL - D6N;277-3013;60.00;;;CAT D6N
1575;CAT RETROVISOR UNIVERSAL - 938K;372-8075;942.00;;;CAT 938K
2016;CAT RODA GUIA TRATOR;396-4170;5275.50;;;CAT (modelo a definir)
3394;CAT ROLAMENTO;538-3119;953.00;;;CAT (modelo a definir)
3385;CAT ROLAMENTO 140GC;538-3106;563.00;;;CAT 140GC
2360;CAT ROLAMENTO 140GC;596-8007;440.89;;;CAT 140GC
2357;CAT ROLAMENTO 140GC;596-8015;295.67;;;CAT 140GC
2333;CAT ROLAMENTO 938K;365-8185;2497.66;;;CAT 938K
2321;CAT ROLAMENTO 938K;453-2425;5112.97;;;CAT 938K
2337;CAT ROLAMENTO 938K;365-8246;310.91;;;CAT 938K
2320;CAT ROLAMENTO 938K;365-8187;3085.21;;;CAT 938K
2341;CAT ROLAMENTO 938K;365-8186;2587.08;;;CAT 938K
2340;CAT ROLAMENTO 938K;490-7804;2784.29;;;CAT 938K
2332;CAT ROLAMENTO 938K;365-8184;1959.34;;;CAT 938K
3181;CAT ROLAMENTO ARTICULAÇÃO CENTRAL 545C/WEILER;143-7356;2627.00;;;CAT 545C
2132;CAT ROLAMENTO BUCHA 938K;347-8174;249.50;;;CAT 938K
2667;CAT ROLAMENTO COM FLANG - 938K;364-4370;3000.00;;;CAT 938K
257;CAT ROLAMENTO COMANDO FINAL TAMPA PLANETARIA - D6N D5;1B-3980;971.18;;;CAT D6N
2722;CAT ROLAMENTO D5 - COMANDO FINAL;8H-0902;2754.29;;;CAT D5
2066;CAT ROLAMENTO DA ARTICULAÇÃO CENTRAL 938K;005-4834;467.00;;;CAT 938K
2625;CAT ROLAMENTO DA GARRAFA DA LAMINA - D6N;7J-1309;130.00;;;CAT D6N
2626;CAT ROLAMENTO DA GARRAFA PEQUENA - D6N;160-0305;160.00;;;CAT D6N
2982;CAT ROLAMENTO DA POLIA 545C;4W-1204;66.00;;;CAT 545C
2624;CAT ROLAMENTO DE ALINHAMENTO CILINDRO ANGULAÇÃO BULLDOZER - D6N;4D-4431 / GE44-ZC-2RS;89.00;;;CAT D6N
1723;CAT ROLAMENTO DE CENTRO - 938K;UCP212 / 6I-8531;398.00;;;CAT 938K
3331;CAT ROLAMENTO DE CENTRO (MANCAL) 938K;174-6133;327.80;;;CAT 938K
3013;CAT ROLAMENTO DE SUPORTE DIAGONAL;7T-0205;2000.00;;;CAT (modelo a definir)
2980;CAT ROLAMENTO DESGASTE 938K;323-2474;850.00;;;CAT 938K
2629;CAT ROLAMENTO DO CILINDRO - D6N;6E-5449;89.00;;;CAT D6N
